Timestamp,Method,Url,ResourceType
2026-05-19T09:13:15.032Z,GET,https://www.gstatic.com/_/atari/_/ss/k=atari.ed.n0coxWIyZA8.L.W.O/am=CCDAAcA/d=1/rs=AGEqA5kR3kOLt395cBlJPjwXjwl3H5yPdA,stylesheet
2026-05-19T09:13:15.038Z,GET,https://fonts.gstatic.com/s/i/productlogos/sites_2020q4/v3/web-48dp/logo_sites_2020q4_color_2x_web_48dp.png,image
2026-05-19T09:13:15.064Z,GET,"https://fonts.googleapis.com/css?family=Material+Icons+Extended|Google+Material+Icons|Google+Sans:400,500,700|Roboto:100,300,400,500|Roboto+Condensed|Open+Sans:300,400,600,700,800|Lato:400,300,300italic,400italic,700,700italic|Source+Code+Pro:400,700",stylesheet
2026-05-19T09:13:15.065Z,GET,https://fonts.googleapis.com/css?family=Lato%3A300%2C300italic%2C400%2C400italic%2C700%2C700italic&display=swap,stylesheet
2026-05-19T09:13:15.082Z,GET,https://lh3.google.com/u/0/ogw/AF2bZyh3kXEgxcdf__M9zOGO1Q8ATciUAwZiJl4GTfhRm8L2BA=s32-c-mo,image
2026-05-19T09:13:15.086Z,GET,https://apis.google.com/js/client.js?onload=gapiLoaded,script
2026-05-19T09:13:15.119Z,GET,https://fonts.gstatic.com/s/i/googlematerialicons/drive/v14/gm_grey-24dp/1x/gm_drive_gm_grey_24dp.png,image
2026-05-19T09:13:15.229Z,GET,https://fonts.gstatic.com/s/lato/v25/S6u_w4BMUTPHjxsI9w2PGQ.woff2,font
2026-05-19T09:13:15.231Z,GET,https://lh3.googleusercontent.com/rd-ogw/AF2bZyhkBr0YxxM5HAFaNTiyk11Umcmw_aLU3-Gv_sujlGQ7fb5oD45gzGcqSOgGYuvbizg6u6Z2s2v6NQ6-4UIWbMmL42SUwEFMIoC6vKb-ClrM8qP-GIxsfQhXgIJyYGwj-eBrZp1W9oW6WKq03hmCgVLSuK8b6RzMWzDs7xAwgCjeI_EXFRKy0CgRh4Vv-m2xsvUF9DcnN7AndZ3-tMzqVlAakQlv7nuFSifx9jSvI91v7D2IIsW3UawnwXFkD1m9z_jCG711cjdzXd4L9Y-uJNLxh4-8pxxYbb_5VwyqO9Ya-gakgqD_q0wF6AF8rkoNa5CK8P3XkMTi227Wjh03KQ3YfHAjFQ7zF8_S7Svr7nWxq_nWruckTYn-XdJiwAcnp46xVH60UqLEMsmqqsXOkTMzmvTObmw_DRzahFrZTx2uqfIVGevtZfBYB1e8Y3F-1PI6YqtJv4JUOo-QrYJnwIIPtm7dv6miXO6MwQJ2UhqYURNdoQiFEDdBN2vVQgEgK4FFklWpiltC5-jEozmo6kxUDyxY8RnHSMwLcOIouVrYdlqhc2GHX4eCoJNh0CQ0N9HAqkv-dxRtZDVvx9S5iB6C6L7QN7I7ghrVVXabWF2z-xPalGHOaZ9ol5pxVyFtvzn2tRPTtvXnQdDvaspDmkgjx2_yF5ruQDT0WsUwUJIEO2kbTS92PubHmUaoU7lDSlO2wUu7C1C39xO2UZm0-aYz_iP5udUya-p_cNCicyyjoKn9ekrv8aErAWqMLx6DmjBevu9MFS0G0bquhcLc15d6kJgzQvqeuDKnOFdccdJCa5KMhGIqRCnoDCZ_7jNUIWp8cN-vxetow05hRGwiQ1z_k_U1Qy7VKRVDLKtKxlFwe6ocrXa7tuxpjsbK0qmwOx5ULNYNFGi5bhEBfSFCcxHpxDQLBQ755OK4cnpRpuUikaSRioYc3fJG0f-8upCsTuQ01APBG_U4DnYE1RZGRnw84L13VhCvzx0hIy-UjxQP5GwEwn4nvr7O-WcRUVsgHb-1TAeeRXBtk4pVDg=s32-c,image
2026-05-19T09:13:15.231Z,GET,https://fonts.gstatic.com/s/sourcecodepro/v31/HI_diYsKILxRpg3hIP6sJ7fM7PqPMcMnZFqUwX28DMyQhMs.woff2,font
2026-05-19T09:13:15.231Z,GET,https://fonts.gstatic.com/s/lato/v25/S6u_w4BMUTPHjxsI5wqPGQ.woff2,font
2026-05-19T09:13:15.238Z,GET,https://fonts.gstatic.com/s/lato/v25/S6u9w4BMUTPHh6UVewo.woff2,font
2026-05-19T09:13:15.240Z,GET,https://fonts.gstatic.com/s/lato/v25/S6u8w4BMUTPHjxswXg.woff2,font
2026-05-19T09:13:15.240Z,GET,https://fonts.gstatic.com/s/lato/v25/S6uyw4BMUTPHvxw.woff2,font
2026-05-19T09:13:15.241Z,GET,https://fonts.gstatic.com/s/sourcecodepro/v31/HI_jiYsKILxRpg3hIP6sJ7fM7PqlOPHYvDP_W9O7GQTTi4prTA.woff2,font
2026-05-19T09:13:15.241Z,GET,https://fonts.gstatic.com/s/lato/v25/S6u9w4BMUTPHh7USewo.woff2,font
2026-05-19T09:13:15.241Z,GET,https://sites.google.com/d/19JMNQ5kCG9VAAaWjrW65uH_G5--5r3un/edit,document
